"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","1015136840","en","14968725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-06-25","OTHER","5","Room no 4 and 5 of each floor has the best uninteruppred view and with a pool and a sea view.","Value","5","Rooms","4","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","Riff Hikkaduwa

My wife and myself traveled on Monday the 23rd of June. The experience was great from the point of booking. Indika was nice enough to provide an upgrade to a junior suite at the point of booking itself.

Location:
This property is situated at a very convenient location bordering the main road at Hikkaduwa with a large seafront. The beach is very clean and beautiful. Since we travelled in the off season, the sea was rough and not suitable for sea bating. Buth the sea was beautiful with large waives and splashes. 

Facilities:
This hotel has a spacious living area and two restaurants. One is situated at the ground floor and the other one, a Japanese Restaurant, is situated at the roof top. The hotel has a nice little library, a spa and a gym as well. 

Rooms:
The rooms are modern and very clean. It has very good ambiance in the rooms. The bed is comfortable. The room has tea and coffee making facilities, a shaving kit, shower caps, sewing kit etc. that are very handy. Our room was upgraded to the Junior Site by the hotel without even requesting the same and that suit was large and well maintained. 

Garden:
There is a garden area with several chairs and pool decks that let people relax. The pool is a small one, but it is enough for a mid-size hotel such as the Riff. 

Food:
The food was ample and tasty. The food provided by the hotel is very tasty. The restaurant staff were the main plus point of this hotel. The four-course menu was too much for both of us as the portions were very generous. All the food that we ate was very tasty. The desserts were also very good with the home-made ice cream being the best. 

Service:
The Benisha was very attentive and the boy who served us, Reshmika, was accommodated to all our requests very much willingly and with a smile on his face. They went out of their way to serve us better. All the other people on the restaurant team, including the girl who served us dinner and the other boy on duty today were also excellent.    

Overall:
I could recommend this hotel to any person coming to enjoy a good relaxing holiday with good food and good service.","Great food Excellent Service and a Great Location Location","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1015136840-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1200","452389098","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg","1200","2","25","www.tripadvisor.com/Profile/DayTrip313660","AKALANKA P","9F6004E842FC62B8CCF23E313C69F105",,"293961","Sri Lanka","Sri Lanka","DayTrip313660"
"0","979438362","en","14968725",,,,,,,,"3024","773263900","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/17/12/1c/caption.jpg","4032","3024","773263901","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/17/12/1d/caption.jpg","4032","3024","773263902","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/17/12/1e/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2024-11-10","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","I’m reading reviews. I’m here right now. I think Maria from Athens has the wrong hotel or is impossible to please. 
. Can’t fault anything. 
Everything about a boutique beach holiday is perfect with this hotel.  Staff couldn’t be more polite and helpful, transfer from airport in a lovely limo,  our room is beautiful, bathroom spacious, food is excellent, breakfast spectacular, every room has an ocean view, rooftop bar exceptional as is the sunset. What’s to complain about!!! Excuse me while I go back to sleep on my sun lounge.","Perfect boutique beach hotel","2024-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r979438362-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1200","452386713","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg","1200","10","50","www.tripadvisor.com/Profile/kellycamel","kellycamel","33A596FDAC4A30F74BBC54C79CE73629",,,,,"kellycamel"
"0","1012405166","de","14968725",,,,,,,,"3024","807334841","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/f3/b9/caption.jpg","4032","4032","807334840","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/f3/b8/caption.jpg","3024","4032","807334839","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/f3/b7/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-06-10","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Das Hotel ist super schön. Es liegt direkt am Strand und hat eine tollen Dachterrasse mit einem Restaurant. 
Das Essen war immer frisch und das gesamte Personal war wirklich zuvorkommend. Ich kann es nur empfehlen. 
Das Design ist modern und das Hotel insgesamt sehr sauber und ordentlich.","Traumhaftes Hotel","2025-06","SOLO","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1012405166-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1200","452391071","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","1200","1","43","www.tripadvisor.com/Profile/eli84474","eli84474","BBF4C95A98C70B7FC803D43BE8D453B8",,"187396","Saarbrücken, Germany","Saarbrücken","eli84474"
"0","1012394880","de","14968725",,,,,,,,"2048","807324907","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/eb/caption.jpg","1152","1536","807324908","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/ec/caption.jpg","2048","1536","807324909","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/ed/caption.jpg","2048","2048","807324910","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/ee/caption.jpg","1536","2048","807324911","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/ef/caption.jpg","1536","2048","807324912","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/f0/caption.jpg","1536","2048","807324913","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/1e/cc/f1/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-06-10","MOBILE","5",,,,,,,,,,,,,,"Super schönes Hotel direkt am Strand mit exzellentem Essen und Service. Die Zimmer sind sehr gross, luxuriös und sehr sauber. Wir hatten vom Zimmer aus Aussicht auf das Meer.
Das Personal war sehr nett und serviceorientiert. 
Das Frühstück war sehr vielfältig und lecker. Sehr empfehlenswertes Hotel.","Aussergewöhnlich schönes Hotel","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1012394880-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1200","452387615","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","1200","0","42","www.tripadvisor.com/Profile/melissaz505","Melissa Z","0C00F5469B63EAEFD35F37661D8A271C",,,,,"melissaz505"
"0","1011094971","en","14968725",,,,,,,,"2048","806408424","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/10/d0/e8/caption.jpg","1536","2048","806408425","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/10/d0/e9/caption.jpg","1536","2048","806408426","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/10/d0/ea/caption.jpg","1536","2048","806408427","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/10/d0/eb/caption.jpg","1536","2048","806408428","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/10/d0/ec/caption.jpg","1536","2048","806408429","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/10/d0/ed/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-06-04","MOBILE","5",,,,,,,,,,,,,,"The hotel was amazing this is the second time I’ve been to this. The view, rooms, staff their service was really amazing. Had a wonderful weekend there. The pool was such a soothing sight for the eye as it was seen as an infinity pool with the sea view. The staff at the dining area was really hospitable and so welcoming that they could remember that im visiting this property for the second time. So so special ❤️","Excellent stay","2025-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1011094971-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1538","807608679","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/23/21/67/caption.jpg","1536","0","64","www.tripadvisor.com/Profile/Trail49327733653","JRansi","4037B76603A7C7479E24DA282ED03DE5",,"8686205","Pannipitiya, Sri Lanka","Pannipitiya","Trail49327733653"
"0","1009091182","en","14968725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-05-25","MOBILE","5",,,,,,,,,,,,,,"We stayed one night half board , we had our dinner , breakfast and lunch there and everyting was upto standard . Amazing food and  friendly service and plus GM. The bar man ,houe keeping and restaurant services from lobby to room they had good hospitality service ","Amazing service","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1009091182-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1200","452386603","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","1200","0","1","www.tripadvisor.com/Profile/renukar211","Renuka R","4E9D43D262F78B3430F2A7C75C6E8D87",,,,,"renukar211"
"0","1007910979","en","14968725",,,,,,,,"5712","803453884","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/bc/caption.jpg","4284","5712","803453885","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/bd/caption.jpg","4284","5712","803453886","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/be/caption.jpg","4284","4032","803453887","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/bf/caption.jpg","3024","4032","803453888","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/c0/caption.jpg","3024","5712","803453889","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/c1/caption.jpg","4284","5712","803453890","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/e3/bb/c2/caption.jpg","4284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-05-16","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","This was one of the best hotels I’ve ever stayed at. I arrived and was greeted by this delicious pineapple lychee iced tea. The staff were super friendly and attentive. Breakfast was a la carte and some of the nicest food I had in Sri Lanka. The rooftop bar was stunning and so nice to watch the sun go down. Laying out by the pool was divine. Still dreaming about this place honestly.","Do not miss Riff Hikkaduwa","2025-04","SOLO","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1007910979-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"50","269740948","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/13/eb/94/lucy-d.jpg","50","6","18","www.tripadvisor.com/Profile/Z3571DUlucyd","Lucy D","71B5318E5B77C8AE1CF8A22178F23CA9",,"1049754","Grittleton, United Kingdom","Grittleton","Z3571DUlucyd"
"0","1007078179","en","14968725",,,,,,,,"1536","805949325","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/09/cf/8d/sunset-from-the-roof.jpg","2048","2048","805881707","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/08/c7/6b/the-pool.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-05-12","MOBILE","5",,,,,,,,,,,,,,"Located at the southern end of Hikkadua beach, this is a high end hotel. Luxury cars are parked at the entrance and there’s a wonderful pool at the rear before you head onto the beach itself. There are nice restaurants on the ground floor and there’s terrace. You have use of the pool for a small fee. On the roof terrace, you see a spectacular view of Hikkadua beach itself. It’s wonderful at sunset and very romantic.

Staff are immaculately dressed, professional, engaging and attentive. I’ve swam in several pools in Hikkadua and this is so far the best one. Not too much chlorine and it’s colder than other pools also. The view overlooks the beach. The cascading waves that crash into the beach is fantastic. The pool area is surprisingly peaceful and idyllic. Recommended.","Luxury At The Beach.","2025-05","SOLO","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1007078179-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"2048","687801733","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/ff/05/85/caption.jpg","2048","121","767","www.tripadvisor.com/Profile/justinmarley","Justin Marley","26E5121774960DFEE9176B38A98B07E1",,"186460","Cardiff, United Kingdom","Cardiff","justinmarley"
"0","1006882311","en","14968725",,,,,,,,"1080","802593599","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/3f/caption.jpg","1920","1536","802593614","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/4e/caption.jpg","2048","1536","802593618","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/52/caption.jpg","2048","2048","802593643","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/6b/caption.jpg","1536","1536","802593656","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/78/caption.jpg","2048","1536","802593670","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/86/caption.jpg","2048","1536","802593672","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/88/caption.jpg","2048","3024","802593678","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9b/8e/caption.jpg","4032","1536","802593976","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9c/b8/caption.jpg","2048","1536","802593982","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/9c/be/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-05-11","OTHER","5",,"Value","5","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","4","Where do I start?

The atmosphere is both calm and welcoming! Staff opened the car door, helped with my bags, welcomed me in the lobby with a drink and showed me to my room with a quick but informative tour.

And what a room! And what a view! And what a tub! And I could just keep going. I had a permanent grin on my face during my stay and I so regret not booking more nights! The room was amazing, it was clean, cool and well prepared for my stay, even had some classical music playing as I arrived. The balcony was large and had a great view of the pool area, palm trees and the ocean. From the tub and shower you could also take in part of the view.

The pool and pool area was very calm! Most people had chairs down on the beach so I could even swim alone in the pool. Staff was very careful to inform and ensure that no guest went into the ocean due to rough waves for our own security. Once you find a chair on the beach or by the pool they bring you towels and a refreshing water bottle.

Dinner on the rooftop was relaxed, only a few guests and food was tasty and service quick. Breakfast was also a good experience! Attentive staff, easy to order, many options and what a view!

The only complaints I have are few. Firstly I wish the bed was softer. Secondly I would have liked to have been informed that while I went for a massage a member of staff would enter my room after check-in to get it ready for the evening by pulling down the curtain and undoing/redoing the bedlinens. Thirdly the prices shown on the massage-menu are not the actual price and I was not informed during booking but only when I arrived for the massage. Seeing as I had been looking forward to it I was not likely to cancel then. The massage was nice, although I would have liked the massagebed to have a spot to rest my arms while lying on my stomach. 

All in all it was great! The Riff is by far the best hotel I have ever visited and before leaving I was already planning my next trip back!

Thank you for a wonderful stay!","Absolutely spectacular - Five stars!","2025-03","SOLO","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1006882311-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"1200","452388669","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg","1200","21","130","www.tripadvisor.com/Profile/E_Ronja","Ronja","44B7C1794D346C1248D87F240A3CDE3E",,"189839","Malmö, Sweden","Malmö","E_Ronja"
"0","1006489393","en","14968725",,,,,,,,"2048","802204862","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/be/caption.jpg","1536","2048","802204863","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/bf/caption.jpg","1536","2048","802204864","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/c0/caption.jpg","1536","2048","802204865","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/c1/caption.jpg","1536","2048","802204866","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/c2/caption.jpg","1536","2048","802204867","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/c3/caption.jpg","1536","2048","802204868","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/c4/caption.jpg","1536","2048","802204869","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d0/ac/c5/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No. 870 Galle Rd, Hikkaduwa 80244 Sri Lanka","Hikkaduwa","Sri Lanka","80244",,"No. 870 Galle Rd",,"14968725","6.119749","Hikkaduwa, Galle District, Southern Province","80.11572","Riff Hikkaduwa","480","4.8","9","2","8","24","437","https://www.tripadvisor.com/Hotel_Review-g304134-d14968725-Reviews-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html","https://riffhikkaduwa.com/offers/","2025-05-08","MOBILE","5","No need to worry about anything - the hotel will take care!",,,,,,,,,,,,,"For me it was the first time staying in the hotel rather than my friend. Everything was perfect! Firstly we decided to stay only for 2 nights and then moved to another place but after all cancelled our next destination and came back to Riff Hikkaduwa! The location is great - nice beach and shore, lack of people and noise. Rooms are clean and nice, the views are stunning. Highly recommended! 
Thanks to front office team for the high level of hospitality and service - Lalith, Malshi, Beenu, for the great gesture and yummy food to F&B team - Chamod, Theekshana, Ravindra, Sachintha, Pasan, Danushka, Ananda! I would like to mention also security guy Ashoka, he was so friendly and nice and housekeeping guy Roshan that took care of us all our staying near the pool. 
Thanks to all the team in the hotel - our stay was amazing! 
Definitely will come back!","Sri Lankan paradise","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304134-d14968725-r1006489393-Riff_Hikkaduwa-Hikkaduwa_Galle_District_Southern_Province.html",,"2048","737474619","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f4/f8/3b/caption.jpg","2046","3","81","www.tripadvisor.com/Profile/_Y8426PN","Maria K","27BA666E6ACDCC678D4D0A82CFFD9EB3",,"298571","Male","Male","_Y8426PN"
