"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","1015399043","en","4878877",,"Guest Services / Front Office","1015546187","en","2025-06-28","Aliya FOM","Dear Valued Guest,

Thank you very much for your kind words and for taking the time to share your experience with us.

We are delighted to hear that you enjoyed the beautiful setting and that our team made a positive impression during your stay. Pabalu at the reception, along with Isuru and Sampath in the dining area, will be thrilled to know their efforts were appreciated. We will certainly share your compliments with them.

Your encouraging feedback means a lot to us and motivates the entire team to continue delivering exceptional service.

We look forward to welcoming you back for another memorable stay.

Sincerely,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-27","OTHER","5",,"Value","3","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Great set up.Lovely Environment .Pabalu at the reception was exceptional.Very courteous and  attentive.

We had outstanding service from Isuru and  Sampath during our meals.

Well done. Keep up the good work.","Customer Experience","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1015399043-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452392029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","1200","0","1","www.tripadvisor.com/Profile/348bennetto","Bennett O","9A2A593D9330FEA8EC1E2ECA9A0CD5FF",,,,,"348bennetto"
"0","1015397964","en","4878877",,"Guest Services / Front Office","1015546244","en","2025-06-28","Aliya FOM","Dear Valued Guest,

Thank you for your wonderful review!

We’re truly delighted to hear that your experience with us was amazing and that you consider Aliya Resort & Spa among the best hotels you’ve visited. It’s fantastic to know that Sampath, Pabalu, and the rest of the team made your stay extra special with their kindness and service.

Your kind words are a great encouragement to all of us, and we look forward to welcoming you back for another memorable stay.

Sincerely,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-27","OTHER","5",,,,,,,,,,,,,,"Excellent service one of the best hotels I have ever been to. Sampath, Pabulu and the others were incredibly helpful and kind great service.","Amazing experience!","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1015397964-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452389949","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg","1200","0","1","www.tripadvisor.com/Profile/Getaway09279698743","Getaway09279698743","BBE1E8E56A3FA5A3E570F22F508A456A",,,,,"Getaway09279698743"
"0","1015156669","en","4878877",,"Guest Services / Front Office","1015546385","en","2025-06-28","Aliya FOM","Dear Valued Guest,

Thank you sincerely for sharing such a touching and detailed review of your stay with us.

We are truly humbled to know that your time at Aliya Resort & Spa left such a meaningful impression. It brings us great joy to hear that from the moment you arrived, our team made you feel genuinely welcomed and cared for — that kind of connection is exactly what we strive to create.

Your kind words about the natural setting, peaceful atmosphere, and thoughtful design mean a great deal to us. We’re especially thrilled that the serenity of the resort allowed you to truly unwind and feel at ease.

A heartfelt thank you for recognizing our team members Dana, Yaburawa, Ajith, Chanaka, Dasha, Prasa, Induwara, and Kasun. We will make sure your gratitude reaches each of them, as they will be overjoyed to know they helped make your stay so special and personal.

We look forward to the pleasure of welcoming you back again soon.

With warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-25","OTHER","5","There's a badminton court with racquets and all you need, a ping pong table and a gym, so pack yourself some trainers!

(Also a pool table) ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We had such a beautiful stay and honestly can’t recommend it enough. From the moment we arrived, the staff made us feel so welcome - everyone was incredibly friendly, always smiling, and just genuinely caring. It wasn’t the kind of forced politeness you sometimes get at hotels - this felt real, like they truly wanted us to have the best time possible.

The resort itself is stunning. It’s so in tune with nature, everything feels intentional and peaceful. The aesthetics are gorgeous - thoughtful design, lots of greenery, and a calmness that’s hard to describe. It's super quiet, which made it the perfect place to really relax and just be.

We want to say a huge thank you to all the staff for making our stay so special, but especially want to shout out: Dana, Yaburawa, Ajith, Chanaka, Dasha, Prasa, Induwara, and of course, Kasun. You all made our experience feel personal and unforgettable - we’re so grateful.

Thank you again for everything ❤️","Loveliest place","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1015156669-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452389359","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","1200","0","8","www.tripadvisor.com/Profile/nataliatssmith","Natalia S","C2C823069761BAA8D2E9895D047D043E",,"186418","Maidenhead, United Kingdom","Maidenhead","nataliatssmith"
"0","1014150600","pt","4878877",,"Guest Services / Front Office","1014241734","en","2025-06-22","Aliya FOM","Dear Valued Guest,

Thank you very much for your kind and detailed feedback.

We’re delighted to hear that you enjoyed the serene natural surroundings and our infinity pool. Kasun will be thrilled to know his dedication and personal training made such a positive impression. We truly appreciate your recommendation and look forward to welcoming you back for another unforgettable stay.

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-21","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Hotel agradável, com uma atmosfera envolvente maravilhosa, rodeada de natureza e com uma piscina incrível!! Staff muito atencioso, em particular a pessoa responsável pelo ginásio, Kasun, que desde o primeiro dia nos acolheu gentilmente, mostrando-nos todas as valências do hotel, disponibilizando-se sempre para nos proporcionar uma estadia inesquecível. Tive a oportunidade de fazer um treino com o Kasun, é um Personal Trainer excelente e muito dedicado! 
Recomendo vivamente!!!👌
Obrigada Kasun🙏
Até uma próxima 🤞","Best hotel on Sri Lanka","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1014150600-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452389307","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg","1200","0","1","www.tripadvisor.com/Profile/Z8278MXlilianam","Liliana M","9EC2AE9F2442C71B271438CBDDD31FF5",,,,,"Z8278MXlilianam"
"0","1014143424","en","4878877",,"Guest Services / Front Office","1014241591","en","2025-06-22","Aliya FOM","Dear Valued Guest,

Thank you for your kind words and for sharing your wonderful experience at Aliya Resort & Spa.

We’re delighted to hear that our staff, especially Thyssen and Kasun, made your stay memorable with their helpfulness and dedication. It’s great to know you enjoyed the relaxing atmosphere, comfortable rooms, and our facilities including the gym, badminton court, pool, and spa.

We look forward to welcoming you back for another exceptional stay.

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa","4032","809310598","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3d/19/86/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-21","OTHER","5",,"Value","5","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","Staff are incredible and very helpful - thank you so much to Thyssen for organising all the excursions and Katsun for the gym sessions. 

The resort is relaxing and quiet. Rooms are large and beds comfortable. The extra facilities: gym, badminton court, pool, spa all great.","Incredible friendly staff","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1014143424-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452391174","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg","1200","0","1","www.tripadvisor.com/Profile/samikC6377VA","Sami K","4B1C8F2BCA434BCF109BF0A3BD220FA0",,,,,"samikC6377VA"
"0","1013858006","en","4878877",,"Guest Services / Front Office","1014241498","en","2025-06-22","Aliya FOM","Dear Valued Guest,

Thank you for taking the time to share your thoughts following your stay at Aliya Resort & Spa.

We’re glad to hear that you had a pleasant and relaxing experience, and that you enjoyed the range of activities and family-friendly atmosphere. Your feedback regarding the food selection during off-peak days is appreciated, and we will certainly take it into consideration as we continuously strive to enhance our offerings.

We hope to have the pleasure of welcoming you back for an even more memorable stay in the future.

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa

Let me know if you'd like a more casual or shorter version!

","2048","809010354","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/38/84/b2/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-20","MOBILE","4",,,,,,,,,,,,,,"Had a nice time at Aliya, the hotel itself offers a range of activities and experiences for families. 
The range of food selection on off-peak days could be improved more is the only downside I experienced during my stay.

Overall experience was pleasant and quaint 😊","Pleasant stay","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1013858006-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"2316","476743526","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/6a/87/66/priscillao401.jpg","2316","1","40","www.tripadvisor.com/Profile/priscilla_outschoorn","Priscilla Outschoorn","DAEFED2D0741C7C3DBE67BF4367ED0C3",,"293962","Colombo, Sri Lanka","Colombo","priscilla_outschoorn"
"0","1013844158","en","4878877",,"Guest Services / Front Office","1014241331","en","2025-06-22","Aliya FOM","Dear Valued Guest,

Thank you so much for your wonderful feedback!

We’re delighted to hear that you had such a perfect experience at Aliya Resort & Spa — from the stunning views and beautifully designed rooms to the delicious food and the warm hospitality of our team. Your kind words truly mean a lot to all of us.

We look forward to welcoming you back for another memorable stay soon!

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-19","OTHER","5","Make sure to bring a swimsuit ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Absolutely gorgeous, stunning view, food is amazing, staff are so nice and polite, rooms are stunning everything was just perfect","Wonderful","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1013844158-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452390144","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg","1200","0","2","www.tripadvisor.com/Profile/violetf116","Violet F","3488E7C91C05F40F5E517D06217201BF",,,,,"violetf116"
"0","1013715383","en","4878877",,"Guest Services / Front Office","1014241245","en","2025-06-22","Aliya FOM","Dear Valued Guest,

Thank you so much for your continued trust and for visiting Aliya Resort & Spa once again!

We’re truly honored to have welcomed you back and thrilled to hear that your experience in both 2023 and 2024 lived up to expectations. It’s wonderful that you enjoyed the range of activities, the culinary offerings, and the serene views of Pidurangala and Sigiriya. Your kind words about our hospitality and facilities especially the infinity pool mean a great deal to our team.

We sincerely appreciate your recommendation and look forward to welcoming you for many more memorable stays in the years ahead.

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa","2048","808854109","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/36/22/5d/caption.jpg","1536","960","808854110","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/36/22/5e/caption.jpg","720","960","808854111","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/36/22/5f/caption.jpg","720","720","808854112","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/36/22/60/caption.jpg","960","720","808854113","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/36/22/61/caption.jpg","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-19","MOBILE","5",,,,,,,,,,,,,,"This is the second time i have visited this hotel and as usual the stay was amazing. I visited this hotel back in 2023 and then again in 2024. The food was amazing and there were so many things to do including pottery training, bicycle rides, village tour, and cultural city etc. The rooms were top notch and each and every amenities as well. The view of pidurangala and sigiriya was breathtaking as we enter to the hotel and hospitality exceeded expectations. It was an ideal place to relax and to experience the nature. Not to mention the infinity pool that you can stare at the nature. So soothing to the soul and eye. Highly recommend.","Luxury amidst ancient wonders","2024-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1013715383-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1538","807608679","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/23/21/67/caption.jpg","1536","0","64","www.tripadvisor.com/Profile/Trail49327733653","JRansi","4037B76603A7C7479E24DA282ED03DE5",,"8686205","Pannipitiya, Sri Lanka","Pannipitiya","Trail49327733653"
"0","1013625112","en","4878877",,"Guest Services / Front Office","1013684056","en","2025-06-18","Aliya FOM","Dear Valued Guest,

Thank you so much for your wonderful feedback and for calling Aliya Resort & Spa the best hotel during your stay in Sri Lanka — it truly means a lot to us!

We’re delighted that you enjoyed the breathtaking view of Sigiriya Rock, the comfort and cleanliness of our rooms, and the serene surroundings filled with nature and wildlife. It's also heartening to hear that our team’s hospitality stood out, especially Kasun and the staff at the bar and restaurant — your kind words will certainly be shared with them.

We hope to have the pleasure of welcoming you back for another memorable stay in the near future.

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa","2048","808749863","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/34/8b/27/caption.jpg","1536","2048","808749862","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/34/8b/26/caption.jpg","1536","1538","808749861","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/34/8b/25/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-18","MOBILE","5","We highly recommend this hotel to anyone visiting Sigiriya.",,,,,,,,,,,,,"This is the best hotel we stayed in in Sri Lanka!
The view is fantastic, you can see the Sigiriya rock from the restaurant and bar. The pool is amazing and the hotel is very well maintained. The rooms are spacious and very clean. There are many nice things to discover, like the nature room and the entire outside, as there are many animals around.
We really appreciated the friendliness and great service from the whole staff. A special thanks to Kasun who showed us around on our first day, as well as to the very attentive and kind staff at the bar and the restaurant!","Outstanding hotel with view of Sigiriya Rock and amazing staff","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1013625112-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452387615","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","1200","0","42","www.tripadvisor.com/Profile/melissaz505","Melissa Z","0C00F5469B63EAEFD35F37661D8A271C",,,,,"melissaz505"
"0","1013568034","en","4878877",,"Guest Services / Front Office","1013684087","en","2025-06-18","Aliya FOM","Dear Valued Guest,

Thank you for your heartfelt feedback and for choosing Aliya Resort & Spa for your stay.

We’re truly delighted to hear that you enjoyed a peaceful and memorable experience with us. Your kind words about our friendly front desk and dining teams, especially Lahiru and Dhanushka, mean a great deal and will be proudly shared with them. It's wonderful to know the food, hospitality, and breathtaking view of Sigiriya made your stay so special.

We deeply appreciate your recommendation and look forward to welcoming you back again and again!

Warm regards,
Chirath Chandrapala
Room Division Manager
Aliya Resort & Spa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avudangawa 21120 Sri Lanka","Avudangawa","Sri Lanka","21120",,,,"4878877","7.999303","Avudangawa, Central Province","80.73586","Aliya Resort & Spa","3610","4.6","39","49","179","742","2601","https://www.tripadvisor.com/Hotel_Review-g12901411-d4878877-Reviews-Aliya_Resort_Spa-Avudangawa_Central_Province.html","https://www.themacollection.com/aliya-resort/","2025-06-18","OTHER","5",,,,,,,,,,,,,,"Upon arrival we had the best experience. The front desk staff was very friendly. The dining staff were very friendly and hospitable, especially Lahiru and Dhanushka. The food was amazing. So incredibly delicious!The surroundings were so peaceful, the view of Sigiriya was spectacular. Highly recommend, would visit over and over again. Thank you so much to everyone who made this the best experience ever!","Peaceful and Serene","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g12901411-d4878877-r1013568034-Aliya_Resort_Spa-Avudangawa_Central_Province.html",,"1200","452391125","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg","1200","0","1","www.tripadvisor.com/Profile/yogendrad188","Yogendra D","9B7EFBA400220466D38E91992E9E1FCD",,,,,"yogendrad188"
