"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user/avatar","user/avatar/height","user/avatar/id","user/avatar/image","user/avatar/width","user/contributions/helpfulVotes","user/contributions/totalContributions","user/link","user/name","user/userId","user/userLocation","user/userLocation/id","user/userLocation/name","user/userLocation/shortName","user/username"
"0","1014851087","en","1226088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-06-23","OTHER","5",,,,,,,,,,,,,,"Hi,
We here for a 2 day safari adventure and opted for a full day safari, 
The tents are quite simplistic, good ventilation, no TV, very very rustic and enjoyable surrounded by nature.
During the safari, we nearly drove around at least about 135 KM within the park.
Though bumpy (expected) its was quite an experience to see so many animals up close.
Fortunately we had an experience driver, Kasun and a even more knowledgeable naturalist, Dilhara, whose knew the park by the back of his hand and was very detailed in his explanation of both the flora, fauna and especially the animals whereabouts.
i will highly recommend anyone to visits this place and enjoy the nature in raw. Suited for all ages.
Cheers","Safari","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1014851087-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452390619","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg","1200","0","1","www.tripadvisor.com/Profile/pandianp2025","Pandian P","C5DE02B46D5C8908443AD5C16E471996",,,,,"pandianp2025"
"0","1013544243","en","1226088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-06-17","OTHER","5",,,,,,,,,,,,,,"We’ve had a great trip with Dilhara and Asanka. We spotted all the animals we wanted to see! Asanka was a great driver and Dilhara knew everything about the animals!","Great Safari","2025-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1013544243-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452391659","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg","1200","0","6","www.tripadvisor.com/Profile/tdc15","tdc15","06DE7E8C721A4CED510B5E2DE627AD5A",,"188632","Rotterdam, The Netherlands","Rotterdam","tdc15"
"0","1007568872","en","1226088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-05-14","OTHER","5","Definitely book on - you won't regret it! ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Absolutely fantastic experience with Dilhara and Samantha. 4 of us went on a day safari in Yala. The whole process was extremely smooth and well planned out vs other safari's we'd been on. Dilhara was highly knowledgable on everything from animals, to the park, interesting facts and he had an absolute eagle eye for spotting animal interactions around the vehicle. We managed to see 4 leopards on the trip too which isn't always guaranteed, so needless to say, we had a great time - 10/10, would highly recommend!","Amazing day safari with Dilhara and Samantha!","2025-04","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1007568872-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452360110","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","1200","0","1","www.tripadvisor.com/Profile/R8058PKandyh","Andy H","C6315DA5CE1D3A49C4DB8E3A1477F9BA",,,,,"R8058PKandyh"
"0","1006847148","en","1226088",,,,,,,,"3000","802562761","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/c9/caption.jpg","4000","4000","802562762","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/ca/caption.jpg","3000","1816","802562763","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/cb/caption.jpg","2748","1013","802562764","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/cc/caption.jpg","756","937","802562765","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/cd/caption.jpg","716","1620","802562766","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/ce/caption.jpg","1080","3000","802562767","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/cf/caption.jpg","4000","388","802562768","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d0/caption.jpg","693","2252","802562769","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d1/caption.jpg","4000","2264","802562770","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d2/caption.jpg","3544","511","802562771","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d3/caption.jpg","821","555","802562772","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d4/caption.jpg","772","3000","802562773","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d5/caption.jpg","4000","3000","802562774","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d6/caption.jpg","4000","3000","802562775","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d7/caption.jpg","4000","1035","802562776","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d8/caption.jpg","1423","1263","802562777","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/d9/caption.jpg","1080","2252","802562778","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/da/caption.jpg","4000","2242","802562779","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/db/caption.jpg","3065","1080","802562780","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/dc/caption.jpg","1620","820","802562781","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/dd/caption.jpg","1260","3000","802562782","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d6/22/de/caption.jpg","4000","Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-05-11","OTHER","5",,"Value","4","Rooms","4","Location","4","Cleanliness","4","Service","4","Sleep Quality","4","Had great two safari's with guide Dilhara and driver Asanka. We are travelling with two younger kids and they always looking out for them.
They quickly manouvered us to a good spot to spot the leopards and Asanka made sure with smart moves that we had a great viewing point.
At the same time Dilhara shared much of his knowledge (and he was Truely knowlegable) about the nature and animal kingdom with us. Which made the trips even more valuable. All in all great experience. With many many animals!
The tents were also spacious and perfectly clean. Al tough was super Hot days, with the big fans still doable in the night and both kids slept fine.","Super safari with Dilhara and Asanka","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1006847148-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"50","139775458","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/54/cd/e2/r0brtw.jpg","50","32","83","www.tripadvisor.com/Profile/R0brtW","Robert v","5DD181CBEE64B6F7CE81FAE66169312C",,,,,"R0brtW"
"0","1006388034","en","1226088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-05-08","OTHER","5","Just do it, I hated camping but this is off the chart","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","What an experience.  I'd been put off camping since being a young girl due to shower blocks!  This was off the chart.  The tents were secluded and quiet, with everything you could wish for, even massive fans.  We went on safari from there which was incredible.  Candelit dinner where the food was excellent and the service even better.  Only stayed for one night but the breakfast was amazing, can't recommend it highly enough.","What an experience","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1006388034-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452387929","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg","1200","4","12","www.tripadvisor.com/Profile/wendysX6647CF","Wendy S","76FEF8786CDBE47F52097E581C76F22F",,"186338","London, United Kingdom","London","wendysX6647CF"
"0","1004642338","en","1226088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-04-27","MOBILE","5",,,,,,,,,,,,,,"Great location and setting. Really nice tents and accommodation. Good safari (saw a family of Sloth bears!). Friendly staff. Catered for vegetarians as well. Night tour informative. Wifi facilities. Would definitely recommend for someone who is looking for a safari experience!","Great night and safari with Mahoora","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1004642338-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452389554","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","1200","5","25","www.tripadvisor.com/Profile/adamhurrell91","adamhurrell91","363C9147F575F197F7172C8003288E61",,"186220","Bristol, United Kingdom","Bristol","adamhurrell91"
"0","1004029643","en","1226088",,,,,,,,"3072","800008215","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/af/28/17/caption.jpg","4080","3072","800008216","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/af/28/18/caption.jpg","4080","3072","800008217","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/af/28/19/caption.jpg","4080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-04-23","OTHER","5",,,,,,,,,,,,,,"Cosy fun very posh tent.
Great Guide' MJ ' and great Front Desk ,' Raj' . This is the base to see Leopards. Thankfully and with great fortune, saw 2 leopards on the One day Safari ( 12 hours) long day but very wonderful . Suggest this is a good ' mid point' in a busy Sri Lanka Tour- it's a place to relax in nature, very close to the World's most precious animals.","Mahoora Magic","2025-04","SOLO","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1004029643-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452386603","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg","1200","0","6","www.tripadvisor.com/Profile/kurihira","kurihira","0BEF755D9BA999136C65ABEFCBBA7C2A",,"255060","Sydney, Australia","Sydney","kurihira"
"0","1003453256","en","1226088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-04-20","OTHER","1",,"Value","1","Rooms","1","Location","3","Cleanliness","2","Service","4","Sleep Quality","1","Our party of 5 recently stayed for 2 nights at Mahoora Tented Safari in Yala. 
The staff were extremely friendly and helpful in every way possible.
We enjoyed three game drives and managed to see Leopards on 2 separate occasions which is apparently extremely rare. Our driver and Naturalist were amazing with their knowledge.
Unfortunately the actual tented safari camp was a major disappointment.
The tents themselves are old with the floors being so damp we had to wear shoes in the tent so our feet didn't get wet.
The company doesn't provide mosquito nets which would have been fine if the tents didn't have holes in them letting in all the bugs. One tent had a crab next the bed in the morning.
First night we had no hot water. This was rectified but the next issue was the pressure pump then constantly turning on and off for the next 24 hours- no sleep.  After raising this issue with the staff, we were informed that that is normal - no its not!!!
The shower was adequate but the smell in the toilet /shower area was disgusting. Upon investigation, the shower runoff simply goes behind the tent and there was an open hole on top of the sewage pit. Hence the smell. 
The food was nice Sri Lankan food with plenty available.
To keep your drinks cold there is a communal fridge in the main area. This means every time you want a drink you have to walk from your tent - our 2 tents were about 150 metres from the main area. Also make sure phone has plenty of charge as you will need your torch. They did not provide one and navigating at night is impossible without one.
We have stayed in many safari style accomodations throughout the world and this is by far the worst for value. 
If the price was around $300 per night I probably would have sucked it up and not posted this review. But for US$1800 for 2 tents for 2 nights, the company needs to do a lot better.
We chose this company as it was owned by people living in Australia (we are Aussies).
I feel sorry for the staff as they work so hard to please all the guests, but they are let down by old and inadequate infrastructure.","Not worth the money!!!!","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1003453256-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1200","452391289","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg","1200","2","7","www.tripadvisor.com/Profile/Voyager531275","Voyager531275","7F76F73789E4F1B80033998BA8D9DECD",,,,,"Voyager531275"
"0","1001245786","en","1226088",,,,,,,,"3672","797486545","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d1/caption.jpg","2066","4032","797486546","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d2/caption.jpg","3024","4032","797486547","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d3/caption.jpg","3024","4032","797486548","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d4/caption.jpg","3024","3672","797486549","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d5/caption.jpg","2066","4032","797486550","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d6/caption.jpg","3024","3672","797486551","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d7/caption.jpg","2066","4032","797486552","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d8/caption.jpg","3024","4032","797486553","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/88/ad/d9/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-04-05","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","4","The Safari with Dilhara and Kasun was really nice. Dilhara knows a lot about the animals and was really good in spotting the Leopards. We saw 5 Leopards including a mother with two babys. They were really respectful towards the animals and Kasun turned off the engine as soon as we were close to them.","Leopards","2025-04","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r1001245786-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,,,,,"0","2","www.tripadvisor.com/Profile/vivianee443","Viviane E","034CF99D541264659DE494D61459012D",,,,,"vivianee443"
"1","998142009","en","1226088",,"Marketing","998863828","en","2025-03-19","Migara  Perera","Thank you for your wonderful feedback! We’re thrilled to hear that you enjoyed the comfort of the tent, the beautiful surroundings, and the warm hospitality of our team. It’s unfortunate that the rain interrupted your safari plans, but we’d love to welcome you back for the full experience next time! Your kind words and recommendations mean a lot to us. Cheers, and we hope to see you again soon! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Situlpawwa Road Kochchipathana, Yala National Park 91400 Sri Lanka",,"Sri Lanka","91400",,"Situlpawwa Road","Kochchipathana","1226088","6.40626","Yala National Park","81.37566","Mahoora Tented Safari Camp Yala","474","4.6","19","12","11","69","363","https://www.tripadvisor.com/Hotel_Review-g612381-d1226088-Reviews-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html","http://www.mahoora.lk","2025-03-14","MOBILE","5",,,,,,,,,,,,,,"Wow wow wow
We stayed in that tent, four of us and were all impressed by the comfort
Lovely spot lovely tent charming staff
Only good things to say
Sadly we were unable to do the safari in the morning due to pouring rain
Food was good loved the experience
Would come back and/ or send some friends
Cheers","What a lovely experience","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g612381-d1226088-r998142009-Mahoora_Tented_Safari_Camp_Yala-Yala_National_Park.html",,"1536","672756441","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/19/72/d9/jetsetters494.jpg","1536","6","45","www.tripadvisor.com/Profile/Jetsetters494","Jetsetter s","4BEC345DE82F1A1D804DDDB4DCAF2E1E",,"155032","Montreal, Canada","Montreal","Jetsetters494"
